p_date	p_time	clientip	host	webcat	respcode	reqmethod	useragent	resconttype	referer	uriport	serverip	scbytes	csbytes	fulluri
2016-07-07	03:30:11	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	12:52:32	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	00:33:38	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	04:37:02	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	17:29:29	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	23:48:50	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	00:46:56	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	14:13:50	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	17:40:53	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	16:32:29	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	18:20:47	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	05:06:41	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	05:08:32	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	01:18:53	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	10:32:23	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	16:43:53	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	04:55:32	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	01:22:41	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	11:59:23	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	19:53:41	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	12:56:20	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	12:58:14	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	09:44:17	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	23:24:29	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	20:48:32	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	13:24:50	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	12:16:26	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
2016-07-07	20:52:17	10.9.88.84	ct113.dsr.livefyre.com	Business/Economy;Technology/Internet	OK	GET	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	application/json;%20charset=UTF-8	http://mashable.com/2015/02/25/optical-illusion-photography/	80	10.7.210.157	458	801	ct113.dsr.livefyre.com/v3.1/collection/118335650/1425140670109585/?jid&siteId=312274&networkId=mashable.fyre.co&backend=DTH&rlo=0&err=0&to=0&cV=undefined
